"","Labels","Text","Text_Tag"
"8936",2," 95 of worlds are our ","economy,trade"
"8937",0," says is reason not a every we the at and ","transportation"
"8938",2," says prayer the in schools ","education,job-accomplishments,religion"
"8939",3," barack is only who take from company or ","energy"
"8940",0," pay agenda you pay a for bills ","energy,environment"
"8941",0," paul is of than republican to voted every to before ","corporations,economy,federal-budget,financial-regulation,housing,transportation"
"8942",0," says million would health if is ","debates,health-care"
"8943",2," democrats voter rules were more than in state they ","elections"
"8944",5," under trumps plan top percent taxpayers people multiple of a on would more relief the 60 of combined ","income,taxes,wealth"
"8945",0," for is for few and goes ","federal-budget,medicaid"
"8946",2," barack will social taxes ","social-security"
"8947",4," 34 per ","children,health-care,public-health"
"8948",4," sherrod sent of tax to countries ","congress,federal-budget,foreign-policy,message-machine-2012,stimulus"
"8949",1," says listed scott of as governor told most and own governor christie it top of governors ","candidates-biography"
"8950",1," on president to socialist ","education"
"8951",1," the of created people of bill presidency a times it under ronald ","economy,history,jobs,poverty"
"8952",4," the of is for development the va ","job-accomplishments,veterans"
"8953",5," bill also for amendments the even to less to in ","disability"
"8954",3," people the wage want they womens care that that matter that to people this i barbara support i the hasnt seen hes on ","gays-and-lesbians,health-care,marriage,state-budget,state-finances,women,workers"
"8955",4," taxpayerfunded spending ii ","economy,federal-budget,government-efficiency,state-finances,stimulus"
"8956",4," phil voted on the a that gone not but ","energy,environment,government-regulation"
"8957",2," a study that the taxes have be by average a just support public pension in that figure to a ","retirement,state-budget,state-finances"
"8958",0," obama to taxes people just ","taxes"
"8959",3," has the government a of than billion ","corporations,federal-budget,financial-regulation"
"8960",0," the regulatory will jobs ","economy,financial-regulation,market-regulation"
"8961",5," says once that the of day been in and of bush ","bush-administration"
"8962",5," says obama he for four ago he the deficit the of first that has happened ","deficit,federal-budget"
"8963",5," says we the of who at level affect from rates incarceration ","education"
"8964",4," the spending funds immigrants in through border through ","immigration"
"8965",2," says and just more ","gambling,message-machine-2012"
"8966",0," says of we ranked in nation terms job to us of statistics ","jobs"
"8967",0," john is only in race governor ","abortion"
"8968",2," it to the states still half what countries as percentage ","foreign-policy,pop-culture"
"8969",3," you population its are ","taxes"
"8970",2," says among high students not since ","marijuana"
"8971",2," expanding would jobs ","health-care,medicaid,poverty"
"8972",3," manufacturing today on basis actually lower average in as whole ","economy,jobs,poverty"
"8973",2," florida considered state the ","gambling"
"8974",0," georgia sector not a in of employment not bargaining or say ","unions,workers"
"8975",2," says secretary state and secretary both supported provision bill that limit have for and ","elections"
"8976",4," ken tried shut state ","bipartisanship,state-budget"
"8977",2," mitt was had debt person any state the ","deficit,history,state-finances,states"
"8978",3," says as governor romney saying kill ","economy,energy,environment"
"8979",3," college rates texas by since ","education,state-budget,state-finances"
"8980",5," several state have homes in of families ","children"
"8981",1," rhode is of six to everify ","immigration"
"8982",0," we from the data they stop of illegal our ","immigration"
"8983",0," john has and on troops from ","iraq"
"8984",0," says leading 12 abortion ","abortion,state-budget,state-finances"
"8985",4," it hillary agenda release from she them released ","crime,criminal-justice,legal-issues"
"8986",5," youve day new baby becoming for programs ","medicare,social-security"
"8987",0," says and have that for romneys cuts require tax on making and ","taxes"
"8988",2," says romney planned on state but to a group the ","abortion,message-machine-2012"
"8989",5," three have the health law and have it unconstitutional ","health-care,legal-issues"
"8990",2," housing for 30 to obama office they theyve flat the in ","economy,housing"
"8991",3," you or piece paper a in wisconsin to of going but a up ","guns,states,technology,transparency"
"8992",2," passage clinton bill to of in ","economy,federal-budget,history,taxes,abc-news-week"
"8993",3," says hundreds homes served for and the of ","criminal-justice,urban"
"8994",2," light are and ","consumer-safety,energy,market-regulation"
"8995",1," the in wisconsin be without government and be miles ","economy,environment,jobs"
"8996",5," says rates decreased a ago of that more to jersey ","transportation"
"8997",5," at companies percent ","corporations,energy,oil-spill,pundits,science,technology"
"8998",2," ohio probably five the in of its car as no cause death ohio ","drugs,health-care"
"8999",3," the is countries have around world ","federal-budget,foreign-policy,military"
"9000",3," the didnt they in ","foreign-policy,military"
"9001",3," says illegal get break university texas four ","education,state-budget,state-finances"
"9002",5," rick think be minimum ","economy,federal-budget,state-budget"
"9003",5," since took wisconsin in nation total growth to in years burke secretary ","economy,job-accomplishments,small-business"
"9004",0," it we that is in mexico ","homeland-security,immigration,iraq,terrorism"
"9005",2," the deduction thought be middleclass its percent it to making dollars more year ","housing,income,taxes"
"9006",0," a result his is the taxes capita any ","taxes"
"9007",2," most the scientists this dont from like university texas from schools ","education"
"9008",5," democrats wants tax that veterans drive ","taxes"
"9009",3," even for early of health plan less the trillion of bush cuts ","economy,health-care,pundits,taxes"
"9010",2," bill cost rest us as member congress a debt to trillion ","candidates-biography"
"9011",4," the house a video of benghazi as occurred ","crime,criminal-justice,foreign-policy,terrorism"
"9012",4," says admits is ","economy,stimulus"
"9013",5," says trump if would our he well hed to if made payments us them ","foreign-policy,homeland-security,military"
"9014",5," in tourism in billion and more jobs the of jersey ","jobs,tourism"
"9015",5," florida 49th per spending mental care ","health-care"
"9016",0," says barack has our going for years ","economy,foreign-policy,jobs,trade"
"9017",3," the have 30 more ","animals,climate-change,economy,energy,environment,history,public-health,science,weather"
"9018",0," the little hood something been in but assault ","education,guns"
"9019",2," thomas created for islamic that happening ","military,pundits"
"9020",0," the food is percent ","food-safety"
"9021",5," 150000 claims been by but 40 of have paid ","oil-spill"
"9022",5," in island 25 of households dont a account all they a account still on financial like and on ","debt,economy,families,financial-regulation,income,poverty,wealth,workers"
"9023",2," our food in of is and is for health of food ","consumer-safety"
"9024",1," what may heard wisconsins wisconsin on to a surplus year ","labor,pundits,state-budget"
"9025",3," weve million health costs county did ","health-care,job-accomplishments"
"9026",5," says from through every 43 of vote a texas won ","history"
"9027",5," says of have him contributions theyve president obama more twice theyve other presidential ","campaign-finance"
"9028",4," congressman hurt a to education 40 ","education,federal-budget,state-budget"
"9029",2," to a has a from company clearly the of us ","health-care"
"9030",3," the health law taxes cuts ","health-care,medicare,taxes"
"9031",5," the has close troops the year he into not the you but others were before ","afghanistan,foreign-policy,military,abc-news-week"
"9032",2," i more billion spending and cut for small now is 1 job the five housing are in we five budgets we state ","economy,housing,job-accomplishments,state-budget"
"9033",1," says barack has taxes ","taxes"
"9034",5," trump employees ","economy"
"9035",0," every we the from of statistics say more have up for ","economy,health-care,jobs"
"9036",3," mccain repeal the tax ","taxes"
"9037",2," says posted funded the stimulus has or million ","deficit,federal-budget,stimulus"
"9038",4," the at border are of carrying diseases as virus ","ebola,health-care,immigration,public-health"
"9039",3," says the cost a of we a infrastructure ","transportation"
"9040",2," if debt is our will into as ","economy,federal-budget"
"9041",1," while christie job we jobs created this ","jobs"
"9042",2," the in the he a to that scott would him ","health-care,legal-issues,message-machine"
"9043",5," we more and per than in world ","economy,jobs,science,workers"
"9044",3," the department only of percent the stimulus funding ","military,stimulus"
"9045",3," the governor tax to ","corporations,pundits,taxes,abc-news-week"
"9046",0," lanes have proven reduce by to percent austins ","city-government,corrections-and-updates,transportation"
"9047",1," every immigrant be for to to in income without a in ","immigration,taxes"
"9048",0," you at were more the of world ","federal-budget,military,new-hampshire-2012"
"9049",1," the is charges a who at for a on property ","guns,military,terrorism"
"9050",2," says mitt was was in creation ","jobs"
"9051",5," the years record in last years ","environment"
"9052",0," says webster taxpayer to a ","message-machine-2012,taxes"
"9053",4," says cents every played million that to every to support creation state and ","lottery,state-budget,state-finances"
"9054",3," we a jobs ","economy,job-accomplishments,jobs"
"9055",0," says supreme justice has that to before court ","legal-issues"
"9056",3," says clinton a to state that you not state business email ","ethics,transparency"
"9057",4," bill has the of may the largest ","abortion"
"9058",4," politifact gave a on for claim taxes ","message-machine-2012,taxes,voting-record"
"9059",3," as i billion spending ","job-accomplishments,message-machine-2012,state-budget,state-finances"
"9060",2," in american will had abortion the she the of ","abortion"
"9061",0," ann a to in of by against for nations women the and national of ","children,federal-budget,health-care,public-health,science,veterans,women"
"9062",0," person been at veterans for services ","veterans"
"9063",3," almost percent people hiv not until have aids that be to years they are with ","public-health"
"9064",0," obama a pay for duty in this the since a pay than recipients ","military,workers"
"9065",0," trump to the ","candidates-biography"
"9066",0," says obama a policy not with ","foreign-policy,iraq,terrorism"
"9067",2," from the i born the i governor 2003 average in state was percent that to 17 per ","state-budget"
"9068",3," corporate will be highest the world ","corporations,taxes"
"9069",1," lincoln making to all slaves the of once war the thing this happening his ","diversity,history"
"9070",1," weapons or were for by on ","crime,criminal-justice,government-regulation,guns,military,public-health,recreation,market-regulation"
"9071",1," is ","abortion,message-machine-2012"
"9072",1," subsidies oil gas make percent all subsidies cutting oil gas would the government billion year ","energy,federal-budget,oil-spill,pundits,taxes"
"9073",5," says elected would the mayor lives of ","elections"
"9074",3," mitt is first politician run president not the primary a ","candidates-biography,elections,new-hampshire-2012"
"9075",5," in stimulus million went build bigger for of alaska ","stimulus"
"9076",2," you a for a to at university texas ","education,guns,market-regulation"
"9077",3," for between of and the unemployment is percent ","diversity,economy,jobs"
"9078",2," weve more jobs since been than since 1990s a ","economy,labor"
"9079",5," president has his to american to throughout care ","florida,health-care"
"9080",1," the administration give million pay health that any abortion ","abortion,health-care,states"
"9081",4," abortion the conducted in country ","abortion,health-care"
"9082",5," in percent our are charter ","education,natural-disasters"
"9083",1," the industry as in united as ever its that of workers it to ","economy,jobs,trade"
"9084",3," if want the that saved created this he create in ","job-accomplishments"
"9085",5," austin the in us texas no on council ","elections"
"9086",3," she by national and and standing they health they ","military"
"9087",5," under trumps plan percent single would taxes up ","taxes"
"9088",0," in years on and four ","environment,public-health"
"9089",5," we more in united than have in arabia ","energy"
"9090",1," half the who be under are fact ","taxes,abc-news-week"
"9091",2," says leader has the times ","congressional-rules"
"9092",5," mental provisions to shootings 90 in ","guns,health-care"
"9093",3," women in are and are single ","income,jobs,women"
"9094",2," says saved million a project guaranteed ","transportation,unions"
"9095",2," you for and paid taxes you it indiana congressional wants tax again you it ","message-machine,retirement,taxes"
"9096",3," in of wealthiest were the tax since ","taxes"
"9097",1," no thought could a bill passed did the ","health-care,medicare,state-budget"
"9098",4," were away no a ","economy,market-regulation"
"9099",2," florida officials to residents of is tax ","elections,immigration,poverty"
"9100",0," romneycare abortion immigrants has public obamacare not ","abortion,health-care,immigration"
"9101",0," not single announced potential clearly supporting path not ","immigration"
"9102",3," obamacare on under government ","federal-budget,government-efficiency,health-care"
"9103",1," atlanta schools tests given the security ","education"
"9104",1," says obama gasoline a ","energy,gas-prices,transportation"
"9105",2," even troops to protesters the with ammunition 2011 a ","foreign-policy"
"9106",0," i mayor south we reduced property we ","taxes"
"9107",5," says rep ryan the for same of savings ryan in own ","federal-budget,medicare"
"9108",5," were almost state ","jobs,state-budget"
"9109",3," 40 of illegal in with legal and visa have gone ","immigration"
"9110",0," the administration more on for program the program ","space"
"9111",4," also how the by democrats voter ","polls"
"9112",5," florida more weapons than other ","guns"
"9113",0," says clinton her and government that was terrorist and tells else it a ","foreign-policy,terrorism"
"9114",0," google many dont why voted ","technology"
"9115",3," i a from people said back never me penny ","campaign-finance"
"9116",4," scott income plan a it taxes nearly of people the ","income,jobs,state-budget,state-finances,taxes"
"9117",0," gov creation the driver law without any from who the ","immigration"
"9118",1," that bill a step on path renewable thats i against ","energy"
"9119",2," there 500 republicans to every ","population"
"9120",2," says tax funding and teachers every school portland ","taxes"
"9121",2," every the woman around to wage which to tax her career ","income,women"
"9122",5," says are ","abortion"
"9123",5," lincoln jumped of in legislature order a ","history,labor,state-budget"
"9124",4," those to health under face of time ","health-care"
"9125",3," since 2010 has new ","jobs"
"9126",4," people cars home 80 more than in car ","environment,state-budget,taxes,water"
"9127",3," the court for the care to a and from or ","health-care"
"9128",1," on a house ","elections,states"
"9129",5," she the ","candidates-biography"
"9130",3," because the health law million adults have ","health-care,job-accomplishments,message-machine-2012"
"9131",3," has 35 of manufacturing since and has 40 of manufacturing since ","jobs"
"9132",5," is fire ","job-accomplishments"
"9133",0," says murphy of least congressmen ","congress"
"9134",1," obamacare trillions our and our debt ","federal-budget,health-care"
"9135",4," frankly clinton very with ","polls,women"
"9136",1," says us russ voted times raise ","taxes"
"9137",1," the industry only in that protected any of ","guns,legal-issues"
"9138",5," your were for elderly from safe to ones ","candidates-biography,ethics,financial-regulation,legal-issues"
"9139",2," says with pelosi percent the ","message-machine,voting-record"
"9140",0," the people this that voted cut spending the who in of thats fact ","medicare"
"9141",2," never up the of services bill did think are director words that clinton american ","terrorism"
"9142",5," says obama keep to bill his year ","immigration"
"9143",0," in early all of were percent the a that risen 37 today that we at point be free ","economy,federal-budget,new-hampshire-2012,market-regulation"
"9144",5," hillary actually with mccain for for before ","terrorism"
"9145",5," the in earth going be for is than entire ","environment"
"9146",1," health companies making right ","corporations,health-care"
"9147",3," every by social administration its for poor waste fraud cant that people have it billion year ","federal-budget,social-security"
"9148",0," says clinton a in iraq and we a change everyone those on w ","foreign-policy,history,military"
"9149",2," this has us balanced without taxes ","state-budget,state-finances,taxes"
"9150",1," president was success the of not people he if got business didnt that else that ","economy"
"9151",3," says refuses say we to isis ","military,terrorism"
"9152",1," admits lie under first have right lie reports public ","civil-rights,corporations,ethics,food-safety,pundits,transparency"
"9153",1," was only state the that to with obama a under affordable act ","health-care"
"9154",3," found company david ran against paid less men the work ","women,workers"
"9155",2," says two without taxes now 60000 privatesector weve government ","job-accomplishments,jobs,state-budget,state-finances"
"9156",3," the bill that in reduce deficit ","agriculture,deficit"
"9157",4," us the in ","elections"
"9158",1," a with years the is a more a with minutes the ","public-safety"
"9159",5," only a of who in graduate ","education"
"9160",3," for last salaries adjusted inflation ","economy,jobs"
"9161",5," congress billion the relief billion which been without any ","economy,pundits"
"9162",0," says nelson the vote obamacare medicare by billion letting decide gets ","health-care,medicare,message-machine-2012"
"9163",5," christmas are in 50 ","agriculture,states"
"9164",0," barack obama force organizations pay abortions ","abortion,message-machine-2012"
"9165",5," kaine governor tax on earning little ","state-budget,taxes"
"9166",0," we recent with we on 100 things wildlife and research of points agreement ","china,crime,criminal-justice,foreign-policy,infrastructure"
"9167",2," says us cents every washington today half that from like ","deficit,federal-budget"
"9168",1," barack obama force schools hire teachers ","legal-issues,religion"
"9169",0," obama more on business your savings family ","taxes"
"9170",1," on early for presidential ","elections"
"9171",0," alex was first who that pay million ad to florida ","oil-spill"
"9172",1," says have on to ","crime,drugs,legal-issues"
"9173",3," texas the population in country more 1000 a ","energy,population"
"9174",4," a months office barack around to for ","foreign-policy"
"9175",1," the cost health in went a for individual a ","health-care"
"9176",2," her care will in first which be for savings ","health-care"
"9177",2," georgia lost percent its paying than a and 15 to the ","economy,medicaid"
"9178",2," the used of ","guns"
"9179",5," says has job programs across state ","economy,jobs"
"9180",1," the for are now on ","terrorism"
"9181",5," clinton things nafta she for ","economy"
"9182",5," members the dont pension ","deficit,federal-budget,military,pensions,retirement"
"9183",0," these radical terrorists hillary even the ","terrorism"
"9184",0," gov own care in requires law a from on ","abortion"
"9185",2," we of are on ","housing"
"9186",1," there no in stimulus ","economy,stimulus"
"9187",1," under eight before along didnt any radical terrorist in united since 11 ","terrorism"
"9188",2," says jersey privatesector between and because increased and spending ","jobs"
"9189",3," percent those been theyve unemployed six or ","economy,pundits,abc-news-week,workers"
"9190",2," the administrations have dropout by percent ","education"
"9191",2," says administration two with billion without taxes ","deficit,state-budget"
"9192",0," the student act away with core ","education"
"9193",5," says made from she ","transparency"
"9194",0," congress president have more since took than total of the years the states ","federal-budget"
"9195",3," says clinton the of with whose are saved and did cost any ","foreign-policy,public-health"
"9196",5," florida last the of to florida dead in nation state payroll per ","state-budget"
"9197",0," president obamas year budget couldnt support either in house the ","federal-budget"
"9198",1," every in united is in state texas ","jobs,states"
"9199",0," wisconsin in constitutional on the senators the for to gov walkers bill ","labor,legal-issues,state-budget"
"9200",1," in the state to fort ","terrorism"
"9201",2," thanks our for first in we put of into rainy fund consecutive ","state-budget"
"9202",2," says took 40 pay as while lost ","candidates-biography,message-machine-2012"
"9203",5," undocumented pay billion taxes single ","immigration,social-security,taxes"
"9204",1," the student of hundreds thousands dollars debt ","debt,economy,education"
"9205",2," says congressional scott wants build wall wants people and folks ","immigration"
"9206",0," says mayor transportation to 1 the miles traffic around them lanes to by and ","city-budget,city-government,corrections-and-updates,elections,transportation"
"9207",4," million could current our citizens are medicare ","health-care,medicare,message-machine-2012,10-news-tampa-bay"
"9208",1," fully is step every says absolutely our by to percent ","energy"
"9209",4," if were our system be risk ","elections,message-machine-2012"
"9210",4," endorsed for ","elections"
"9211",2," since took in 2011 have rhode jobs ","economy,job-accomplishments,jobs"
"9212",3," court were by of officials before system was into ","legal-issues"
"9213",1," the two this billion will individual or for of ","deficit,state-budget,state-finances,taxes"
"9214",1," says he showing job for are job ","job-accomplishments,jobs,message-machine-2012,workers"
"9215",2," sen says not job jobs ","economy,jobs,states"
"9216",3," says washington open the ocean oil ","energy,environment"
"9217",4," new safety will ","agriculture,food-safety,market-regulation"
"9218",3," a payroll cut by white has that average has in this ","economy,taxes"
"9219",5," to centers control prevention americans average from drug every drug deaths deaths firearms ","drugs,guns,health-care,public-health"
"9220",3," the nations conducted and ","foreign-policy,military,pundits"
"9221",0," the risk arent broke republicans ","health-care"
"9222",3," has some the for transit size the ","economy,energy,environment,infrastructure,state-budget,transportation"
"9223",0," says was and in county ","candidates-biography"
"9224",0," democrats only of 25 districts 60 of stimulus ","economy,stimulus,workers"
"9225",0," every of than who considered of and since june that is constitutional and individual of right on ","civil-rights,gays-and-lesbians,legal-issues,marriage"
"9226",3," the administration cut on businesses times ","health-care,small-business,stimulus,taxes"
"9227",2," of of people they victims this violence ","criminal-justice,human-rights,women"
"9228",1," every has announced or they the up supreme for heck ","supreme-court"
"9229",0," says is republican stand for ","elections"
"9230",0," says he governor utah worked the legislature create flat that income by percent ","new-hampshire-2012,taxes"
"9231",5," the care for of is than who offices ","health-care"
"9232",1," on things will have first ","history,states"
"9233",2," because union into jobs were for ","government-efficiency"
"9234",4," announced would her until gets from ","fake-news"
"9235",3," dan would victims rape incest child ","abortion,message-machine,women"
"9236",3," the lakes has loophole the is while the in you it of gallons less ","environment"
"9237",0," tax hasnt in years ","taxes"
"9238",2," says sen johnson to troops americans the isis ","foreign-policy,iraq,military,terrorism"
"9239",2," rick the bill ","cap-and-trade,climate-change,energy,environment"
"9240",1," in 2010 government small 60 will health 45 of business a percentage individual ","health-care"
"9241",3," if recovery more of we have million jobs ","economy,jobs"
"9242",3," the committee a bill of in minutes no with that the to floor would this agreement ","financial-regulation,abc-news-week"
"9243",1," a of students in schools ","education,state-budget,state-finances"
"9244",0," road are in the in modern ","infrastructure,transportation"
"9245",4," says walker labor dont to a holiday to to and holiday be by day every on ","labor"
"9246",1," alex wants cut ","health-care,medicare"
"9247",3," says romney paul want turn into voucher ","federal-budget,health-care,medicare"
"9248",5," every health policy a hidden to health costs the ","health-care"
"9249",2," not president for of weve a who around and nothing a of leaving in that passing to ","federal-budget"
"9250",0," says baldwin the to to the of and voted it ","patriotism,terrorism"
"9251",1," in for hillary has million contributions wall and funds ","campaign-finance,corporations,wealth"
"9252",1," says flipflopped troops iraq ","iraq"
"9253",5," law under watch the from for prices prescription for citizens ","drugs,health-care,medicare"
"9254",0," is of that the of that have now ","candidates-biography,financial-regulation,housing"
"9255",5," a in island reached agreement state that in voters registered the full our than the previous period ","civil-rights,elections,legal-issues"
"9256",4," foreign allow land be by from they to up towns ","foreign-policy,trade"
"9257",1," discretionary has by 80 in last years ","deficit,federal-budget,stimulus"
"9258",4," claims for tax that to ","taxes"
"9259",5," two new have created california 2011 ","economy,jobs"
"9260",2," the that have of in unions to the that the in of success this ","education,abc-news-week"
"9261",5," with has 24 gallons water day ","environment,water"
"9262",1," georgia have unemployment ","jobs"
"9263",2," gov in did even enough to pace population in ","jobs"
"9264",0," we be like carolina it passed chamber i it ","gays-and-lesbians,religion,sexuality"
"9265",3," the department only to plan by oil that no for the is are ","energy,environment,oil-spill"
"9266",0," says of sandy much that no just the used be ","tourism,weather"
"9267",1," says plant in not by state texas 2006 ","crime,economy,public-safety,public-service"
"9268",3," says clinton i in white by ","candidates-biography,history"
"9269",3," former rick a that court was written the of against voters ","civil-rights,corrections-and-updates,elections,legal-issues"
"9270",5," the to process ","homeland-security,market-regulation"
"9271",1," hillary invented with policies is for ","foreign-policy,terrorism"
"9272",1," percent in falls ","children,economy,education,families,health-care,women"
"9273",1," says romney the law for nation ","immigration,legal-issues"
"9274",2," to reports gas change to price at pump ","gas-prices,taxes"
"9275",1," there some of commitment build building cleveland ","state-budget"
"9276",5," has by major ","elections"
"9277",5," there 86 spoken college ","diversity,education,immigration"
"9278",0," chris has by same who now charges of new largest corruption ","campaign-finance"
"9279",0," percent the people not taxes up to house care ","health-care,pundits,taxes"
"9280",2," more 25 americans unemployed than million without 100 in ","economy,health-care,jobs,occupy-wall-street,poverty,workers"
"9281",5," the was by ","history"
"9282",1," on to ","immigration"
"9283",0," says clinton amnesty her 100 and plan obamacare security medicare illegal the budget ","children,debt,deficit,economy,families,federal-budget,health-care,history,homeland-security,immigration,jobs,legal-issues,medicaid,medicare,retirement,social-security"
"9284",2," says reagan behind the in going the with and around and 40 ","elections,polls"
"9285",3," its easier the states get from nations it for nations get from own thanks agreement us i secretary state ","foreign-policy,terrorism"
"9286",3," says will in korea to trade ","trade"
"9287",2," says clintons rating from percent percent 18 ","candidates-biography,polls"
"9288",4," john voted in to obamas plan ","immigration,voting-record"
"9289",1," under obama number adults since presidency ","economy,jobs"
"9290",5," im of fact more from donors else that donations weve very doing that ","ethics"
"9291",3," says david flipflopped his returns ","taxes"
"9292",4," says company 800 jobs ","jobs,workers"
"9293",3," half all say the and of back to the six ","economy,small-business"
"9294",5," sherrod failed pay own three times ","message-machine-2012,taxes"
"9295",3," the falls department of lowest not lowest fire in state entire ","city-budget,labor,unions"
"9296",3," says reagan that the started get of that him make deal would to both cuts tax ","history,taxes"
"9297",0," twothirds the party its on unions ","labor,new-hampshire-2012,polls"
"9298",0," since obama office january the government issued than of ","market-regulation"
"9299",2," people more georgias economic ","state-budget,taxes"
"9300",2," americans for wages and almost new and is to top percent ","economy,income,workers"
"9301",3," no in country ever a new facility created kind development the time ","economy,sports"
"9302",0," a analysis under transportation metro will or additional new jobs are year year ","transportation"
"9303",3," says was only of florida that against bill help ","space,voting-record"
"9304",3," the homicide is times combined of western ","crime,guns"
"9305",1," has nations water ","county-budget,environment,water"
"9306",1," says obama the president ever billion medicare ","candidates-biography,health-care,medicare"
"9307",2," mccains for is extend bushs cuts billionaires give additional tax ","taxes"
"9308",0," marijuana not that high matter level or other is in plant ","marijuana,public-health"
"9309",5," the states the in world ","history"
"9310",1," in of health bill in office personnel enrolled every has pay minimum per which abortion ","abortion,health-care"
"9311",3," says audit won million ","city-budget,city-government"
"9312",2," together more than other while was county ","county-budget,county-government,economy,jobs,message-machine-2012"
"9313",3," sen has worst record any senator nearly years ","voting-record"
"9314",0," i sign thats ","legal-issues"
"9315",4," justice agreed the court hear obama eligible be ","candidates-biography,obama-birth-certificate,supreme-court"
"9316",3," united of is in in world ","education"
"9317",5," the person pay more year rep medicare ","deficit,federal-budget,health-care,medicare"
"9318",3," the of system is it ever ","education,state-budget,taxes"
"9319",5," there still of of members previous current that nation to and ","afghanistan,families,government-efficiency,homeland-security,iraq,military,veterans"
"9320",3," property had 70 in previous years ","state-budget,state-finances,taxes"
"9321",4," barack middle is and a muslim ","religion"
"9322",5," bill had first in and family is he a of ","history"
"9323",4," under new care the will care they passed limit treatment ","health-care,medicare,message-machine"
"9324",2," the agreement iran theres in agreement ","foreign-policy,nuclear"
"9325",1," mike and congress the obama not is ","climate-change,energy,foreign-policy,terrorism"
"9326",5," ohio more and than other ","health-care,income,labor,public-health,workers"
"9327",0," says proposal and products to healthy in ","agriculture,children,public-health,trade"
"9328",1," says voted programs homeless ","veterans,voting-record"
"9329",2," took pay at time people her and state jobs ","state-budget"
"9330",1," barack openly opposition his to in ","foreign-policy"
"9331",3," more have elected in on republican than the ticket ","history,redistricting"
"9332",5," richard released returns he under ","taxes,transparency"
"9333",3," says in ordered districts every on system ","children,education,public-health,recreation"
"9334",1," im only for whos any ","elections"
"9335",1," on government ","federal-budget,government-efficiency"
"9336",2," richard voted tax for that jobs but against tax to people ","corporations,economy,taxes,workers"
"9337",2," workers pick in make to hour ","immigration"
"9338",3," the scholarship turn university into of best the with institutions in top of universities the ","education"
"9339",0," barack issued that public now grown and into little ","children,education,legal-issues,sexuality"
"9340",2," there been than mass in united this more any country the ","guns,public-safety"
"9341",3," says his as texas we three increases teachers provided with ","education"
"9342",4," ronald of through is the released on same and the hour reagan in ","foreign-policy,history"
"9343",1," says ownership could recorded collected the government companies of health law ","guns,health-care,privacy"
"9344",3," says passed by have almost percent ","crime,government-regulation,guns,public-safety"
"9345",2," under families lost a in ","economy,income,message-machine-2012"
"9346",5," polls that get 70 of in ","bipartisanship,elections,gays-and-lesbians"
"9347",3," as of hillary worked to strong against nuclear and russia china support ","candidates-biography,foreign-policy,nuclear"
"9348",0," taxpayers the for trip a party ","ethics,taxes,transparency,transportation"
"9349",0," says has by because clinton to a of agreement ","foreign-policy,iraq,military,terrorism"
"9350",3," the government billion day ","deficit,federal-budget"
"9351",5," has fifth control in country assault ban bans different ","guns"
"9352",1," under budget rates student would to ","education"
"9353",1," says had cut billion in spending two ","deficit,state-budget,state-finances"
"9354",3," obamas rating up ","job-accomplishments,pundits"
"9355",4," rhode didnt the to constitution pay income rhode even to income ","history,taxes"
"9356",2," says has ","diversity"
"9357",4," president obamas have many of country ","energy"
"9358",0," says been right hillary radical for borders anyone the the states any at ","immigration"
"9359",1," the care was 17 american had and ","children,families,health-care"
"9360",5," says texas of were from property on ","congress,drugs,economy,jobs"
"9361",1," care for for for for ","health-care"
"9362",2," gov took of disaster fund you what for bill ","gays-and-lesbians,natural-disasters,sexuality,state-budget,state-finances,states,weather"
"9363",5," in its illegal immediate member state to from supported a ","ethics,florida,health-care,legal-issues"
"9364",2," the rate the is into in its percent 5 for who college ","jobs,workers"
"9365",1," says are whether is choice ","gays-and-lesbians,science"
"9366",1," the of islanders abuse to has its point years ","consumer-safety,crime,criminal-justice,drugs,economy,government-regulation,history,marijuana,public-health,public-safety,recreation,market-regulation,small-business,state-finances,taxes"
"9367",1," says want tax for that our overseas ","congress,economy,jobs,taxes"
"9368",0," says is all the ","elections"
"9369",3," 15 ago drugs average a now a ","health-care"
"9370",1," who with data the knows raising tax will actually revenues ","taxes,abc-news-week"
"9371",5," there million that month this ","jobs"
"9372",2," for we in it back ","economy,stimulus"
"9373",3," since in dollars funding the state system general has by ","education,state-budget"
"9374",1," budget taxes billions businesses and middle even ","state-budget,taxes"
"9375",5," romney to control said didnt to back ","guns"
"9376",1," joe keep you talking the tax in but dont its the tax in on joe on ",""
"9377",0," the was and all way these put place iran ","foreign-policy,nuclear"
"9378",3," texas is to in 50 or but basic of will it now ","population,water"
"9379",1," palin in ","candidates-biography"
"9380",5," the six president obama 10 and but jobs has met ","campaign-finance,economy,jobs,message-machine-2012,sports"
"9381",1," the created actually and them into if in general ","immigration"
"9382",3," wisconsins rules more than states safety are all training as of ","government-regulation,guns"
"9383",3," the of has million its ","job-accomplishments"
"9384",5," even men 49 the they 80 the power the of seats ","history,states,women"
"9385",3," the states the of assistance and ","foreign-policy,terrorism"
"9386",2," 95 of say is in right ","corporations,job-accomplishments,jobs,small-business"
"9387",4," solar the ","energy,environment"
"9388",2," that im ","corporations,energy,environment,jobs,stimulus"
"9389",4," says austin lack ","education,technology"
"9390",3," not single a from street from nobody was of of people the in ","crime,financial-regulation,occupy-wall-street"
"9391",1," the of every would by ","climate-change,energy"
"9392",0," we the vote ","elections"
"9393",5," since we cut from public ","education,jobs,state-budget"
